,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9,F4,F5,HM1,HM2,THM1,THM2,HM3,HM4,THM3,THM4,HM5,HM6,THM5,THM6,KM1,KM2,TKM1,TKM2,KM3,KM4,TKM3,TKM4,KM5,KM6,TKM5,TKM6,AM1,AM2,TAM1,TAM2,AM3,AM4,TAM3,TAM4,AM5,AM6,TAM5,TAM6
M_DR_L148M6NAAA,72.843982,27.156018,0.956863,58.714868,1.303333,46.096030,0.734554,45.073647,0.467907,28.711953,0.580000,103.514172,0.411667,0.251667,-56.336445,92.804482,150.443558,-199.872361,-96.719949,40.254605,45.952939,35.761333,22.248667,13.512667,100.000000,49.972267,13.330000,1.489000,11.841000,14.226143,76.934152,27.524333,9.029667,18.494667,8.475372,69.657182,52.613667,53.384667,15.383000,35.225667,54.191000,35.225667,38.985333,3.587104,57.530172,94.663063,72.843982,-14.987333,7.203333,-15.174333,-6.730667,-6.730667,-13.840333,22.736667,48.923565,2.235435,72.843982,88.027760,-17.356000,-29.074333,11.718333,12.545042,15.425747,1.444667,53.081333,1.298000,53.894333,59.528000,-1.438333,60.966333,72.459849,10.038610,77.586919,99.109633,-1.221333,-10.179000,8.957667,90.007894,64.037976,3.374667,-13.389667,16.764333,56.178174,33.995367,3.767000,16.921000,-8.351333,-6.263333,5.629667,-6.263333,25.272333,54.495938,70.916715,88.726793,72.843982,18.239000,-21.134000,39.373000,87.580992,67.445309,79.950000,-76.700000,0.626667,-0.814333,37.531835,55.096670,0.859667,-0.262667,43.631891,94.094261,0.069333,-0.087000,35.502597,59.009524,0.386333,-0.314667,60.778576,98.079332,0.345667,-0.189000,40.815629,37.253935,0.110667,-0.010333,56.435904,42.984338,1.058333,-0.197667,55.468871,4.981236,0.344333,-0.077333,55.715038,21.599749,0.158333,-0.160667,47.943266,64.284143
M_DR_L157M1NAAA,73.409487,26.590513,1.138473,79.613520,1.441667,41.622607,0.789778,55.229208,0.581507,40.664802,0.675000,88.892141,0.445000,0.201667,-61.418904,71.511881,32.779615,-82.274343,-49.737359,-10.736670,67.649307,28.402000,10.871667,17.530333,22.895121,49.943957,1.423667,-10.212333,11.636000,47.481775,66.119556,5.950333,-26.213333,32.163667,34.647955,28.070175,60.690000,66.348333,12.497000,28.193000,59.987000,28.193000,53.851333,7.050038,58.257146,98.724415,73.409487,12.328667,13.700667,1.410333,2.109000,17.438667,-0.534333,20.217667,3.775051,65.120798,97.435429,78.919063,-23.489000,-49.880333,26.391333,61.145992,9.321193,41.048333,52.782667,34.167333,46.261667,54.757000,40.092000,20.589667,10.634329,17.543976,87.857269,100.000000,-24.473000,-52.414333,27.941333,33.915325,84.388351,17.221333,-4.089333,21.310667,24.823093,57.456791,-12.783667,11.033333,-19.855333,-15.790667,3.415333,-15.790667,30.888667,19.982042,68.091771,90.508809,73.409487,-9.601333,-67.435667,57.834333,72.986028,13.641536,33.133333,-103.256667,1.128000,-0.911667,3.583073,55.020194,1.564667,-0.883000,3.585877,62.305369,0.327333,-0.127667,25.255798,61.728401,1.855667,-0.486333,10.287474,33.913255,0.443000,-0.621667,100.000000,27.627857,0.033667,-0.175667,100.000000,46.790502,0.302667,-0.064667,36.616632,65.662568,0.017667,-0.112333,92.298743,37.944888,0.857667,-0.018333,37.566457,67.579909
M_DR_L157M2NAAA,72.106271,27.893729,1.048490,72.811806,1.170000,51.320902,0.896609,62.264479,0.534387,37.110185,0.590000,101.870328,0.425000,0.220000,-97.775425,52.732778,27.791733,-120.470617,-31.933097,-8.621449,57.546687,35.548333,20.048667,15.499667,29.231751,32.492997,-2.522333,-12.568000,10.045667,49.634370,32.306878,7.857333,-18.302667,26.160000,49.894420,33.341425,66.375667,69.671667,24.395333,41.092667,65.651667,41.035667,45.276333,8.421520,53.729535,99.023710,72.246327,6.598333,10.026333,-4.366000,2.679667,11.491333,-2.176667,18.787667,22.226173,38.942552,98.462314,84.149401,-13.819667,-36.324667,22.505000,94.336650,41.874261,44.849000,56.807000,38.694000,53.191333,65.838667,44.241000,27.546333,12.706940,25.278116,86.631595,100.000000,-17.729000,-40.158333,22.429333,66.809067,85.356078,20.936667,0.962333,19.974333,21.491441,67.843189,5.118000,19.134333,-10.186333,-1.086333,14.822333,-1.086333,30.794333,24.010931,45.354570,92.743379,72.106271,-9.547667,-48.120333,38.572667,83.794918,6.630342,30.136667,-69.000000,0.784333,-0.978000,9.063871,55.565861,0.878333,-0.727333,14.408958,76.163423,0.255333,-0.162000,52.148075,90.945393,1.863000,-0.516667,13.562288,66.806137,0.275667,-0.242333,34.923088,32.776284,0.022667,-0.197000,0.427674,46.862472,0.548000,-0.065000,42.752406,63.736234,0.023333,-0.081667,70.953069,31.380602,0.568667,-0.018000,44.031913,0.427674
M_DR_L157M3NAAA,70.660772,29.339228,1.058617,72.507991,1.181667,51.044530,0.893718,61.213590,0.617807,42.315525,0.635000,95.020379,0.425000,0.195000,-63.946747,49.997816,25.291294,-118.188351,-48.197042,-20.611249,42.395373,31.706000,18.917667,12.788333,45.158359,31.503268,-2.110333,-12.276333,10.166000,39.710845,69.003115,2.641000,-23.239000,25.880000,39.900357,66.038116,58.564667,61.063667,19.412333,33.838667,59.621333,33.838667,42.991000,7.711731,53.350055,100.000000,70.660772,8.903667,9.838667,-0.015000,4.636000,14.613000,-0.345000,15.213000,17.795950,46.049875,99.215686,82.671340,22.031333,2.020333,20.011000,94.628612,24.807510,41.013333,50.873000,37.713333,49.464333,59.151000,36.216667,24.118000,64.043812,23.098314,83.816734,100.000000,0.167000,-14.118667,14.285667,99.199346,77.506796,-17.732667,-32.560667,14.828000,12.205577,68.207348,-5.198000,7.760333,-10.312333,-4.802000,7.335333,-5.331000,18.531000,22.695773,44.293186,91.159214,80.382994,-10.670333,-56.017333,45.347000,78.478712,45.158436,36.153333,-61.276667,0.913667,-1.070333,10.872656,54.688855,0.676000,-0.328000,35.944429,83.177341,0.215333,-0.107333,49.592572,65.059098,1.270000,-0.425000,13.498565,99.738562,0.388667,-0.568000,100.000000,36.267943,0.030000,-0.192000,99.869281,49.033657,0.344333,-0.082667,22.048668,60.505696,0.077333,-0.055000,40.708188,32.849017,0.657000,-0.018667,42.904221,99.861111
M_DR_L157M4NAAA,76.604850,23.395150,1.039437,71.194292,1.318333,45.553753,0.789942,54.105642,0.503487,34.485388,0.638333,94.057158,0.425000,0.260000,-70.795820,56.650291,28.371809,-86.695025,-34.900956,-8.987915,82.054577,24.587667,13.678333,10.909333,27.721070,32.260908,-1.854000,-11.136333,9.282333,36.371998,9.395426,5.690000,-20.918333,26.608333,36.699158,66.666667,59.803000,59.884667,22.756667,37.859667,61.628667,37.859667,38.872000,3.132832,55.973909,99.629589,76.604850,5.042000,6.181000,-2.880667,-0.415667,9.087667,-3.575667,13.238333,17.914846,36.618652,99.877451,85.733097,15.569667,-6.025000,21.594667,59.957300,70.955882,48.494333,63.420000,45.897667,63.653667,68.406333,45.604667,22.906000,72.799675,2.039029,84.961900,100.000000,-1.782333,-11.267000,9.484667,51.196427,53.293145,-11.505667,-33.772000,22.266333,11.661146,47.037252,-17.439333,-4.804667,-31.801000,-24.384333,-10.004000,-24.384333,26.996333,6.092240,68.605333,86.722692,76.604850,10.542333,-75.113333,85.655667,76.508618,16.857295,30.856667,-46.676667,1.064333,-1.054667,71.805007,60.530963,0.530000,-0.389000,38.060916,73.931213,0.237667,-0.179667,54.171718,90.646916,1.409333,-0.687667,49.459570,100.000000,0.468000,-0.905000,100.000000,46.441060,0.027667,-0.298000,0.511367,51.564074,0.283000,-0.070333,19.072905,64.010381,0.079667,-0.055667,45.551830,52.296178,0.703333,-0.009667,44.376242,62.403251
M_DR_L157M5NAAA,73.946408,26.053592,1.024073,64.814768,1.298333,46.361430,0.794116,50.260513,0.535597,33.898523,0.676667,88.961868,0.428333,0.288333,-73.742089,39.924679,23.956429,-124.244813,11.932846,-9.277478,72.945918,33.021667,23.160000,9.861667,58.164764,97.065061,3.014333,-11.014333,14.028667,35.143177,72.518237,2.699333,-22.414000,25.113333,31.736683,74.194277,67.567000,67.658333,32.732000,48.048667,68.370000,48.048667,35.848000,3.812034,53.625443,96.903304,73.946408,11.428667,15.849667,5.222000,9.276000,15.984667,5.027667,12.767667,38.547410,30.659326,100.000000,85.780170,14.880333,-7.783333,22.663667,57.550334,29.735603,49.782333,63.461333,48.062000,63.558000,68.909000,45.358000,23.551000,72.044911,1.776148,84.896371,100.000000,-2.603667,-19.819333,17.215667,67.355372,50.679178,-28.415667,-49.654667,21.239000,12.257629,55.453009,-13.576333,-0.904667,-27.667333,-21.345667,-3.537667,-21.345667,27.742000,6.283836,67.666413,90.948817,73.946408,-9.051000,-59.230000,50.179000,81.980773,40.256744,34.920000,-53.800000,1.209667,-1.182667,40.488931,55.335443,0.822667,-0.413000,17.112729,53.333053,0.349000,-0.214667,47.238392,34.508113,1.198667,-0.534667,32.952972,34.226173,0.557000,-1.266333,100.000000,45.877594,0.025667,-0.252333,100.000000,52.081776,0.284000,-0.140000,26.602743,60.956961,0.033667,-0.096667,48.731754,20.796518,0.583333,-0.014667,35.232018,100.000000
M_DR_L162M1NAAA,64.394108,35.605892,1.155667,66.038095,1.170000,51.299134,0.987234,56.413379,0.635547,36.316952,0.616667,97.307210,0.440000,0.193333,-81.360268,82.125969,187.258473,-162.138241,-104.433734,31.035012,39.609924,16.491000,9.553333,6.937667,32.489451,32.546821,2.172333,-2.738333,4.910667,39.181287,56.540084,-1.024333,-9.182667,8.158333,36.916130,57.946554,42.765667,42.786000,0.687667,14.614000,42.741000,14.614000,42.448333,0.703235,53.982530,97.721889,64.394108,3.171000,10.168333,-0.869333,-1.055000,5.025667,-2.200333,12.368667,27.664890,63.966615,99.415205,68.539492,0.050333,-12.534000,12.584333,34.904508,39.046191,3.876667,46.351333,0.028333,47.552333,58.407667,3.942000,58.379333,63.966615,42.580872,72.499815,97.575690,-6.830667,-12.630000,5.799333,89.177585,52.481679,4.682667,-10.635000,15.317667,17.099711,34.632467,2.003333,9.730667,-13.021667,-12.944333,3.443667,-12.944333,22.867333,50.708787,63.820416,89.701310,64.394108,16.444667,-11.673000,28.117667,85.459694,45.292028,103.683333,-180.606667,0.510333,-0.563333,97.164853,48.695314,0.964000,-0.204667,15.671034,97.429491,0.217667,-0.063667,15.102894,79.426679,0.831667,-0.344000,13.528018,96.872455,0.249667,-0.064667,46.152565,73.092013,0.049000,-0.022333,48.723074,14.394108,0.953333,-0.310667,50.410837,6.417944,0.143667,-0.104667,52.824043,14.383004,0.149667,-0.024000,50.708787,22.398031
M_DR_L180M1NAAA,71.021915,28.978085,0.981017,56.058095,1.243333,48.268357,0.789765,45.129421,0.560993,32.056762,0.630000,95.254096,0.408333,0.216667,-47.134509,47.909449,108.568187,-187.310165,0.897072,32.653177,12.676493,27.075000,20.320333,6.754667,37.473060,58.943089,5.083667,-1.265333,6.349000,24.392378,65.879265,8.346000,-4.495333,12.841333,20.776519,65.868596,43.054333,43.157333,12.996667,28.107333,45.087333,28.107333,32.351000,1.337943,59.496831,98.556430,71.021915,-7.270667,6.996667,-7.564000,-0.428667,0.061667,-4.490333,14.560667,46.201694,1.892751,75.357958,100.000000,-10.004333,-28.317667,18.313333,52.951155,67.673858,6.760000,46.377667,5.179333,47.971000,60.731333,5.813333,55.588667,70.619679,34.597657,77.322194,98.513753,0.072667,-11.429667,11.502333,21.580991,79.180804,5.734667,-6.507333,12.242000,14.667221,82.614216,0.277000,11.897333,-10.342000,-2.786000,8.987333,-2.786000,22.239333,52.951155,26.611613,94.805070,71.021915,11.921333,-17.363000,29.284333,88.059877,77.991166,44.810000,-43.953333,0.494000,-0.420667,71.348399,56.698248,0.909333,-0.223000,21.707957,66.072381,0.042333,-0.053333,63.089218,50.135501,0.138667,-0.297333,74.646309,97.980283,0.469333,-0.086667,21.843459,64.992638,0.080333,-0.019333,51.071208,46.153682,1.112667,-0.066333,52.807119,2.142415,0.131667,-0.017333,57.341613,61.234876,0.053333,-0.057333,56.447517,64.524252
M_DR_L195M1NAAA,66.045478,33.954522,1.147433,67.496078,1.188333,50.529104,0.966438,56.849304,0.605473,35.616078,0.601667,99.827558,0.395000,0.210000,-13.579609,54.655087,114.673865,NaN,-27.804906,1410.241110,57.918456,19.623000,17.127000,2.496000,63.064135,30.631882,6.365667,-4.261333,10.627000,20.618146,60.036198,8.263333,-3.356000,11.619333,25.568188,82.913376,46.170667,46.989667,9.645667,19.459333,47.206667,19.459333,38.061000,4.255339,55.233872,97.775421,66.045478,-1.255667,5.815000,-2.794667,-1.296000,1.536000,-3.064000,9.088667,31.794942,23.806999,88.320439,71.663572,1.270667,-21.208667,22.479333,36.524424,75.460951,11.095000,48.434667,9.429333,49.756000,64.961000,9.465000,57.211333,65.624402,43.498620,74.749155,97.754839,0.431667,-13.851333,14.283000,73.996805,75.315158,-8.834333,-27.687333,18.853000,68.514840,67.885866,4.809000,17.887333,-8.180667,-6.209000,9.338667,-6.218000,26.068000,52.769120,26.500694,93.256731,66.186125,22.368667,-8.009000,30.377667,85.973276,57.913563,50.710000,-71.333333,0.733333,-0.647667,66.262803,55.252725,0.932333,-0.187333,46.280641,42.861085,0.159000,-0.048000,18.390107,91.289403,0.708333,-0.370333,16.367952,95.513093,0.324333,-0.145000,42.592095,59.585278,0.073667,-0.027000,47.445207,39.090284,1.229667,-0.141333,52.609620,5.338485,0.268000,-0.024667,52.197106,5.896748,0.039333,-0.121000,1.969878,57.472202
M_DR_L199M2NAAA,68.159897,31.840103,0.455643,37.044173,1.306667,45.992074,0.348182,28.307507,0.147950,12.028455,0.251667,26.176762,0.410000,0.710000,-2.916205,12.624605,52.670510,-147.340553,-30.606581,13.661284,20.911054,34.982667,27.903667,7.079000,17.889743,59.155482,6.664000,-7.398000,14.062000,93.460126,50.046881,13.981667,-8.360333,22.342000,9.117066,53.891861,53.976333,54.083333,38.524333,44.496333,56.181000,44.316333,17.656667,1.599016,52.420898,89.335210,70.164910,-13.905333,-2.288000,-16.674333,-16.093333,-8.996667,-16.229333,14.386333,44.679183,45.955294,84.845914,78.368999,-8.412667,-19.420000,11.007333,78.111401,60.794976,15.700333,45.333333,12.711333,46.359333,57.902667,12.703333,46.539333,67.776630,7.001359,76.885977,99.753998,-4.011000,-14.494333,10.483333,36.090226,75.938605,15.350667,0.923667,14.427000,54.078106,75.070660,5.897000,15.672333,-3.426667,-3.737667,6.948000,-4.337667,20.010000,53.103736,67.776630,94.026971,69.170122,32.439000,-4.742667,37.181667,90.550959,78.027314,20.520000,-35.336667,0.229667,-0.158333,23.490283,82.468803,0.764333,-0.012333,43.650462,48.485072,0.080000,-0.015000,57.630167,43.691545,0.173000,-0.151667,35.699809,37.457111,0.320333,-0.021333,34.560429,43.814546,0.046667,-0.008667,50.025646,45.640108,0.374000,-0.068333,52.337201,3.271662,0.147667,-0.017000,51.937358,87.349868,0.031000,-0.190667,3.273974,52.342217
M_DR_L201M1NAAA,66.585360,33.414640,1.218460,63.461458,1.321667,45.397805,0.922042,48.023038,0.698873,36.399653,0.685000,87.723894,0.430000,0.228333,-74.809733,71.437254,164.603045,-144.092005,-42.134792,10.113367,32.200795,12.828333,9.202667,3.625667,37.159050,52.145300,6.222000,-1.604667,7.826667,20.553842,69.612837,5.792000,-3.237000,9.029000,37.083483,81.696918,34.303000,35.458000,-2.598333,13.867333,35.790667,13.867333,38.730000,5.931081,53.601645,90.168592,66.585360,-3.359000,5.041000,-5.144667,-5.246333,-0.018667,-5.675333,10.716333,20.301313,66.207045,93.441902,69.358395,-12.989000,-24.162000,11.173000,56.312983,41.294210,10.783667,49.830000,5.894667,51.133000,61.400667,7.366333,55.506000,66.207045,46.910108,73.143458,97.606237,0.986333,-13.360000,14.346333,46.153478,72.891886,2.975000,-11.259000,14.234000,14.499845,64.519215,6.639333,11.715667,-4.683000,-1.682667,11.727000,-1.682667,17.775667,47.267379,44.688046,86.887629,66.585360,29.382333,-20.373333,49.755667,84.746395,71.750245,91.476667,-106.806667,0.453333,-0.634333,2.396633,48.679724,1.035000,-0.233667,19.541813,68.710333,0.189667,-0.080000,18.283952,67.384078,0.938000,-0.246667,17.017481,96.217806,0.455667,-0.120000,46.787192,48.711290,0.123333,-0.012333,46.914891,9.581749,1.273333,-0.109667,48.932252,4.032810,0.236667,-0.060667,52.835450,13.116197,0.085333,-0.297667,26.347658,54.221011
M_DR_L206M1NAAA,67.022176,32.977824,0.742840,48.572294,1.681667,35.717738,0.442434,28.929317,0.382387,25.003008,0.895000,67.419793,0.438333,0.355000,-17.054164,25.908421,38.764316,-42.624690,-17.213032,11.330860,18.309888,38.074333,27.156000,10.918333,65.755952,98.852485,2.679333,-1.803333,4.482667,59.557713,8.612452,2.740000,-8.241333,10.981333,31.873385,74.998389,51.259667,51.415667,26.840667,35.905000,54.905667,35.905000,28.065000,7.500100,52.653288,91.510663,67.022176,-5.289000,0.643667,-5.787333,-3.190333,-1.300333,-4.739333,6.431000,48.419401,3.176079,80.372351,99.287749,-2.076000,-12.862667,10.786667,93.567803,14.316145,18.602333,33.670667,13.687667,34.225667,38.716667,18.943000,25.029000,66.724528,46.309423,71.961301,100.000000,4.566333,-1.046000,5.612333,85.630259,10.317873,-10.623333,-22.413667,11.790333,10.222907,66.959860,8.472333,21.795667,4.401333,6.589000,16.075667,6.589000,17.394333,47.552379,2.474822,87.121957,67.022176,25.003667,-7.469000,32.472667,84.440900,26.806785,30.280000,-33.743333,0.300000,-0.235000,16.199652,72.563183,0.808000,-0.092000,27.892695,85.732429,0.096000,-0.018667,20.528032,62.837431,0.428667,-0.083000,23.210369,80.826429,0.339000,-0.046333,32.664775,25.222774,0.071000,-0.006667,43.175567,60.498993,0.898333,-0.063000,49.287275,1.588039,0.226333,-0.018000,52.398290,41.888066,0.045000,-0.142333,23.692501,52.811992
M_DR_L206M2NAAA,66.354183,33.645817,0.827170,54.063399,1.706667,35.334355,0.484896,31.692543,0.443480,28.985621,0.918333,65.734189,0.406667,0.281667,-26.788241,36.000917,48.493217,-77.643859,-3.360830,9.786013,9.890512,24.490333,14.280000,10.210333,66.889733,65.500486,4.584000,-2.253333,6.837333,49.915265,5.095695,2.924000,-6.870667,9.794667,55.685525,76.702040,41.129667,41.689000,7.563667,22.052667,46.732667,22.052667,39.169000,4.127072,53.182163,90.641686,66.354183,-4.918333,6.770333,-4.950667,-4.306667,-1.782000,-5.531667,12.302000,47.897000,23.043944,88.444124,80.370789,6.419000,-6.108333,12.527333,66.041443,32.221928,14.895667,34.818667,4.208333,34.992333,43.695000,14.828667,39.486667,65.789459,45.847930,77.973396,100.000000,10.348333,0.421667,9.926667,78.058209,42.327529,-21.115667,-34.419667,13.304000,32.083473,85.209003,5.272000,17.036667,-1.915333,2.415333,14.180333,2.415333,18.952000,48.318277,22.147902,87.768879,66.354183,20.561667,-10.605333,31.167000,87.371880,15.052915,29.440000,-32.830000,0.492000,-0.217667,15.170737,74.176298,0.868667,-0.110000,28.246132,96.987011,0.074333,-0.070667,14.563559,45.746564,0.251333,-0.138000,15.638374,45.790295,0.438333,-0.051333,35.006075,65.247643,0.096333,-0.006667,46.291289,24.814941,0.959000,-0.093333,47.849460,1.766718,0.284333,-0.015667,49.044362,7.810594,0.047000,-0.095000,31.696118,52.822984
M_DR_L217M1NAAA,68.448036,31.551964,1.078777,66.182618,1.233333,48.697184,0.875989,53.741642,0.551447,33.831084,0.588333,101.994509,0.421667,0.216667,-73.897525,111.139971,190.397959,-206.896162,-98.931315,14.456748,29.066191,5.832667,-0.919667,6.752333,7.952969,68.031727,1.927667,-3.369667,5.297333,39.952053,48.540682,4.481000,-5.563667,10.044667,5.670839,88.189377,34.529000,37.101667,-16.931667,-2.751333,35.769333,-2.751333,54.033333,6.767036,58.993185,90.777588,68.448036,-7.660333,5.292667,-8.203667,-6.862000,-1.970333,-7.735667,13.795333,48.203390,24.306633,93.911873,72.389110,-0.501667,-20.115333,19.613667,42.963210,11.953468,10.610000,42.887000,2.672667,44.506333,65.492667,9.977667,62.820000,68.042226,47.394991,78.189572,98.744633,0.973333,-6.601667,7.575000,15.643730,35.407705,0.883000,-20.044000,20.927000,14.085831,2.510236,2.842000,14.856333,-9.018667,-7.418667,7.166000,-7.418667,23.875000,54.163014,47.335371,93.844406,68.448036,13.457000,-18.838667,32.295667,87.371947,76.019280,95.110000,-83.033333,0.432333,-0.644000,8.756546,56.021771,0.953667,-0.165000,46.605347,87.855954,0.224000,-0.080667,19.472574,50.327835,0.804667,-0.238000,20.079185,97.935113,0.459000,-0.062333,43.134330,66.683554,0.104333,-0.011000,51.316535,8.569322,1.114333,-0.174000,53.844691,8.458241,0.188667,-0.038667,56.170435,17.370230,0.041000,-0.128000,25.416620,57.658241
M_DR_L260M1NAAA,67.714393,32.285607,1.151743,60.300698,1.543333,38.892248,0.746993,39.109583,0.598313,31.325305,0.761667,78.779882,0.510000,0.315000,-46.559873,50.408332,94.929107,-95.761399,-27.943460,17.092741,38.865452,39.379667,25.670667,13.709000,26.036518,49.575191,4.979333,-0.090000,5.069333,39.692936,82.219785,10.076000,-1.143667,11.219667,36.845846,84.355775,54.513000,57.274667,12.896333,35.128667,55.338000,35.128667,44.479667,8.493907,52.168965,100.000000,67.714393,0.874000,4.504333,-0.809667,0.572333,2.180667,-0.395333,5.551667,53.092048,23.028553,89.303672,81.118826,4.544000,-8.658333,13.202333,35.595483,65.641836,12.111667,46.704333,6.157000,47.585667,53.891000,9.204667,47.734000,67.390291,45.423863,72.699569,95.580004,0.226333,-4.545333,4.771667,55.187286,49.104071,-5.671000,-19.470667,13.799667,74.871275,32.067511,8.161667,15.085000,-4.499667,-2.179000,14.527667,-2.179000,21.300667,48.776232,46.605686,96.446825,67.714393,21.869000,-11.940000,33.809000,82.838361,71.936801,80.906667,-52.666667,0.620000,-0.740333,18.684313,54.653300,0.987333,-0.177667,49.916498,66.061471,0.055000,-0.083333,36.793361,43.366117,0.345000,-0.355000,46.132260,34.281832,0.366000,-0.116667,44.360405,3.974161,0.112000,-0.008333,45.130342,45.811024,1.561000,-0.162000,51.310267,8.217118,0.214000,-0.055667,52.300256,15.116095,0.035000,-0.353333,14.078319,54.105453
M_DR_L265M1NAAA,64.817968,35.182032,1.149033,75.116768,1.131667,53.068190,1.016367,66.444062,0.598387,39.118797,0.575000,104.432090,0.418333,0.140000,-55.471602,86.384580,188.654383,-212.363667,-112.919670,54.865244,56.550785,20.896000,16.468000,4.428000,65.011516,54.967157,3.149667,-3.026667,6.176333,15.760708,44.879152,7.112000,-5.663000,12.775000,5.908803,57.159710,45.458667,45.548000,5.369000,17.025333,44.475333,17.025333,40.575000,4.817910,54.667109,92.485473,64.817968,-4.820000,7.168333,-5.052667,-2.880667,-0.928667,-4.398667,12.333333,44.592313,1.046338,82.352993,71.985485,1.124667,-17.788000,18.912667,49.468597,37.732858,3.745333,42.486333,3.641333,44.055000,61.123000,-1.007667,62.130667,64.375733,14.499253,74.248182,97.657855,-0.397333,-6.351667,5.954333,66.486316,40.311771,-0.694667,-19.337000,18.642333,15.186201,0.604022,5.297667,14.320667,-9.474000,-7.643667,10.279667,-7.643667,23.794667,48.895392,63.194348,96.750802,64.817968,28.244667,-9.056333,37.301000,85.582464,72.937945,70.423333,-82.533333,0.779667,-0.540333,67.288585,53.330132,0.917333,-0.332333,46.401650,97.354824,0.128333,-0.091667,15.924534,84.104245,0.541667,-0.432000,14.407263,97.213581,0.348000,-0.136000,45.816134,84.104245,0.088667,-0.010333,45.816134,4.030865,1.099000,-0.249000,49.507648,4.424388,0.239000,-0.039667,51.389133,13.545457,0.032333,-0.296333,2.213213,52.292028
M_DR_L271M1NAAA,68.338072,31.661928,0.853293,55.408658,1.205000,49.810365,0.708084,45.979498,0.416997,27.077706,0.601667,99.801480,0.341667,0.251667,-54.735481,77.989905,110.186862,-223.292649,-104.302200,32.355890,-75.500587,25.301000,19.316000,5.985000,47.067352,93.002083,4.458333,-1.001333,5.459667,43.902439,47.035329,4.686333,-12.411667,17.098000,71.951220,56.159477,43.211333,45.825000,15.898667,26.197000,55.042667,26.197000,39.144000,6.985523,59.898604,87.697835,68.338072,0.132333,11.832667,-0.775333,4.561333,8.370000,-0.139000,13.682000,38.078721,1.490515,85.069199,99.449036,9.966333,-0.399333,10.365667,12.091238,49.682221,7.368333,48.872000,5.523333,49.845667,64.935333,12.314667,59.412000,67.922986,0.948509,80.642477,100.000000,2.944000,-11.560000,14.504000,75.884695,46.345890,-25.194000,-48.830667,23.636667,63.850388,62.632295,-26.132667,16.501333,-26.788000,-6.214000,-6.214000,-32.822333,49.334667,51.580088,0.679746,68.338072,75.117195,14.731667,-21.648333,36.380000,37.627175,91.155514,64.733333,-53.096667,0.708000,-0.310333,18.799463,67.368295,0.939667,-0.219000,35.511648,100.000000,0.090000,-0.046000,21.815575,36.727586,0.336667,-0.233667,20.422129,37.694013,0.161000,-0.125333,34.643215,29.505290,0.041667,-0.027000,35.372778,26.135636,0.944667,-0.021000,52.406158,67.368295,0.328000,-0.009333,47.213066,85.996403,0.022667,-0.156333,63.348830,49.516965
M_DR_L285M1NAAA,71.945391,28.054609,1.009000,60.059524,1.501667,39.993435,0.672488,40.029042,0.473327,28.174206,0.718333,83.768882,0.475000,0.288333,-42.147519,55.891670,52.558503,-83.666195,-55.782173,21.285661,86.432467,21.618000,5.977667,15.640333,54.773184,49.402392,0.763000,-8.691667,9.454667,55.085318,9.453102,11.749667,-9.268333,21.018000,35.590348,86.554637,37.659667,38.951667,-9.127333,13.582667,40.173333,13.582667,49.881667,5.980865,54.203507,94.152827,71.945391,-5.541667,6.196333,-8.952000,-7.543667,-6.185333,-11.226000,17.422333,53.606091,9.430944,89.688391,77.942683,-7.814000,-24.272000,16.458000,65.796515,26.310861,16.086667,32.691667,1.959000,33.246667,38.301333,17.520000,36.342333,71.612112,43.738940,83.463483,100.000000,-0.391000,-11.948667,11.557667,74.415640,70.915184,-0.153667,-17.587000,17.433333,72.928799,66.339118,-6.279667,9.910667,-23.153667,-18.967000,6.205667,-18.967000,33.064333,50.631225,69.033737,90.357077,71.945391,23.346000,-13.295667,36.641667,76.988708,11.232360,81.830000,-98.996667,0.562333,-0.777333,14.196528,52.610262,0.765000,-0.185333,40.041624,78.860595,0.107333,-0.072333,7.770451,52.345815,0.495000,-0.324000,7.877978,52.773586,0.283333,-0.112000,37.984788,30.895008,0.063333,-0.019000,46.463442,7.087466,1.018000,-0.082667,54.167606,2.669475,0.174333,-0.126667,51.683575,20.957007,0.074333,-0.193000,26.518418,50.999828
